Revenue,Profit Margin,returnOnEquity,Book Value per Share,Operating Cash Flow,Class
4727000000.0,0.016924053310768,0.0779499999999999,10.419,89000000.0,0
89802000.0,0.031,0.1179,12.618,8251000.0,0
83165000.0,0.0,-0.0001,4.656000000000001,-3672000.0,1
434901000.0,0.051,0.0779499999999999,10.419,52878000.0,0
48469837.0,0.05,0.0778,7.377000000000001,4590111.0,1
57828200.0,0.009,0.0399,3.917,-3355112.0,1
108838800.3749,0.0628,0.035,1.8754,5796626.0544,0
45674000.0,0.069,0.0654,1.3130000000000002,7498000.0,0
137975000.0,0.086,0.1316,6.435,19296000.0,0
460141000.0,0.036,0.2253,4.915,9322000.0,0
45925734.5819,-0.0405,-0.1834,19.2259,-3762835.0016,1
33359918.0,-0.03,-0.0871,1.122,234469.0,1
27743000.0,-0.027,-0.0529,2.12,1438000.0,0
2063000000.0,0.14881240911294,0.0779499999999999,10.419,-191000000.0,0
0.0,0.051,0.0779499999999999,10.419,-181000.0,1
26305000.0,0.008,0.0086,1.944,-1648000.0,0
395922000.0,-0.009,-0.0197,6.075,20439000.0,0
737928449.7445,0.0937,0.0478,5.1857,173260647.3595,1
639107.0,0.051,0.0779499999999999,10.419,-1751618.0,0
149657000.0,0.032,0.0323,9.297,-112226000.0,0
128413448.0,-0.01,-0.0383,1.271,11295253.0,0
133998000.0,0.111,0.1293,20.218,25416000.0,0
354776000.0,-0.003,-0.0253,2.286,3045000.0,0
441000000.0,-0.14285714285714,0.0779499999999999,10.419,54000000.0,1
20707000.0,-0.05,-0.0171,5.148,5867000.0,1
4298724000.0,0.037,0.3427,4.617,395781000.0,0
4223400000.0,-0.001,-0.001,23.904,55900000.0,0
3562300000.0,-0.024,-0.1933,8.857000000000001,141300000.0,1
4611803000.0,0.025,0.1014,14.304,323011000.0,0
2837190000.0,0.0559999999999999,0.0821,24.521,271873000.0,0
2314879000.0,0.03,0.1877,6.853,300430000.0,1
1199390000.0,0.307,0.1408,31.056,608334000.0,0
2034300000.0,0.015,0.0537,5.732,190800000.0,0
1036027000.0,0.032,0.1295,5.517,27678000.0,1
749527000.0,0.04,0.0959,15.23,52861000.0,0
443225000.0,0.031,0.0262,6.08,100556000.0,0
328679000.0,0.128,0.0454,14.784,212299000.0,0
2139289000.0,0.046,0.1183,11.562,206565000.0,0
1293183000.0,0.017,0.0792,3.906,57730000.0,1
3733507000.0,0.132,0.258,3.23,499392000.0,0
2558000000.0,0.103,0.2735,8.041,387700000.0,1
2356600000.0,-0.046,-0.0384,30.879,-21300000.0,0
1931580000.0,0.1169999999999999,0.2248,13.785,261830000.0,0
1682000000.0,-0.001,-0.0026,6.015,341000000.0,0
2988900000.0,0.0289999999999999,0.1295,5.459,178800000.0,0
589592000.0,0.051,0.0859,5.408,149725000.0,1
2356000000.0,0.088,0.1504,7.712999999999999,264000000.0,1
2147767000.0,0.13,0.188,18.647,367961000.0,0
2436400000.0,0.151,0.1669999999999999,18.153,616200000.0,1
4695014000.0,0.065,0.3122,7.292999999999999,340698000.0,0
1050493000.0,0.244,0.0923,27.139,769018000.0,0
506764000.0,0.002,0.0069999999999999,4.927,6506000.0,0
2079166000.0,0.1119999999999999,0.1044,11.959,545077000.0,1
4649700000.0,0.016,0.078,17.269000000000002,121200000.0,1
5484000000.0,0.0579999999999999,0.159,18.285,410700000.0,0
55810000.0,-0.013,-0.0164,1.511,1701000.0,0
1304700000.0,-0.01,-0.0213,3.986,154300000.0,1
2856000000.0,0.0420168067226889,0.0779499999999999,10.419,261000000.0,1
1355877000.0,0.075,0.1029,10.342,53689000.0,0
4492309000.0,0.024,0.079,28.119,-56678000.0,0
1173382760.0,0.0139999999999999,0.0923,7.659,32362545.0,0
2326905000.0,0.023,0.0659,16.598,55497000.0,1
1184700000.0,0.047,0.1586,2.198,147600000.0,0
1405040000.0,0.052,0.0722,11.166,321876000.0,1
2279438000.0,0.084,0.1494,5.819,271838000.0,1
4624476000.0,0.08,0.1246,25.442,385758000.0,0
583290000.0,0.052,0.1044,14.82,29507000.0,0
2173000000.0,0.061,0.0883,28.223000000000003,239600000.0,0
1050294000.0,0.044,0.2187,4.499,88227000.0,0
672929000.0,0.044,0.0769,6.968,81971000.0,0
1674082000.0,0.119,0.3086,13.036,285098000.0,0
164525000.0,0.121,0.1543,2.438,35432000.0,0
1664150000.0,0.061,0.1391,14.119000000000002,235027000.0,1
2305200000.0,0.062,0.1746,24.324,81000000.0,0
1499662000.0,-0.03,-0.1862,16.596,100495000.0,0
3157796000.0,0.031,0.0694,26.264,19113000.0,0
2457000000.0,-0.023,-0.1588,3.1830000000000003,278000000.0,1
1863315000.0,0.033,0.1559,5.666,92635000.0,0
4877885000.0,0.105,0.2658,14.171,594481000.0,0
1132311000.0,0.107,0.1734,5.388,190689000.0,0
3126426000.0,0.048,0.1778,12.341,229046000.0,1
871355000.0,0.0969999999999999,0.178,5.431,172453000.0,0
2555601000.0,0.128,0.1723,22.312,448500000.0,0
3622200000.0,-0.0069999999999999,0.2038,-3.936,-73300000.0,0
502621000.0,0.083,0.1282,6.424,81391000.0,1
2174045000.0,0.03,0.1399,11.522,47525000.0,1
408122000.0,0.1119999999999999,0.1077,16.382,122986000.0,0
2554236000.0,0.096,0.246,6.943,194098000.0,1
150789000.0,0.085,0.0191,9.226,30621000.0,1
1602200000.0,-0.031,0.2849,-3.031,150600000.0,0
2364227000.0,0.043,0.1333,13.6,90605000.0,0
1704021000.0,0.145,0.2727,14.214,288155000.0,0
2278244000.0,-0.019,-0.0907,6.314,135295000.0,0
250002000.0,0.242,0.1266,5.569,20940000.0,1
581656000.0,0.121,0.1587,8.802999999999999,37145000.0,1
513239000.0,0.013,0.0278,13.436,56764000.0,1
2566318000.0,0.11,0.1251,39.504,438909000.0,0
1262006000.0,0.094,0.1065,20.292,196153000.0,0
2534926000.0,0.002,0.0077,28.724,141252000.0,0
581192000.0,-0.023,-0.2227,18.043,-17840000.0,0
2275270000.0,0.011,0.0319,20.319000000000003,43142000.0,1
2787897000.0,0.096,0.1791,17.34,391674000.0,0
481097000.0,0.1889999999999999,0.1315,6.45,149019000.0,0
304875000.0,0.288,0.1082,14.648,133114000.0,0
1451000000.0,0.141,0.156,29.2,449200000.0,0
2787122000.0,0.085,0.1688,22.548,272406000.0,0
1192952000.0,0.069,0.093,28.959,118619000.0,0
3237447000.0,-0.0069999999999999,-0.0172,27.331,290130000.0,1
1219300000.0,0.018,0.0353,26.006,32200000.0,0
832067000.0,0.024,0.1378,8.429,29018000.0,0
1211300000.0,-0.012,-0.0384,10.419,37600000.0,0
489000000.0,0.0020449897750511,0.0779499999999999,10.419,46000000.0,0
2203962000.0,0.051,0.2189,18.158,135907000.0,0
1367000000.0,0.025603511338698,0.0779499999999999,10.419,102000000.0,1
1050134000.0,0.038,0.0799,25.535,79160000.0,0
263217000.0,0.05,0.0722,7.037999999999999,17665000.0,0
209617000.0,0.0289999999999999,0.1517,1.098,7007000.0,0
5068800000.0,-0.017,0.1427,-16.589000000000002,28500000.0,0
66364000.0,0.046,0.1562,0.674,-337000.0,0
943967000.0,0.039,0.1133,15.417,54976000.0,0
806831000.0,0.013,0.0402,4.27,48802000.0,0
348748000.0,0.0409999999999999,0.0704,5.829,55997000.0,0
3571126000.0,0.0139999999999999,0.0858,16.419,98541000.0,0
1895527000.0,-0.068,-0.1573,9.561,117820000.0,0
742045000.0,0.027,0.0774,23.545,53422000.0,0
1700912000.0,0.086,0.2616,8.215,213600000.0,1
1331421000.0,-0.0279999999999999,-0.0593,16.762999999999998,80823000.0,1
2086194000.0,0.03,0.1392,8.794,36101000.0,0
1859060000.0,0.015,0.0422,14.503,127079000.0,0
21625000.0,0.01,0.0586,0.397,122000.0,0
984200000.0,0.031,0.2584,4.041,77700000.0,1
2459878000.0,0.046,0.141,19.159,110110000.0,0
1689200000.0,0.054,0.1345,5.989,171700000.0,0
1724741000.0,0.045,0.1217,11.872,96022000.0,1
252928726.4343,0.0186,0.1693,8.2993,109234504.2723,1
818602000.0,0.123,0.0586,21.255,458786000.0,1
1756212000.0,0.033,0.0533,26.881,135401000.0,0
817647000.0,0.247,0.1907,27.265,296413000.0,0
202561000.0,0.013,0.0166,11.318,23313000.0,0
499278000.0,0.065,0.0774,12.777,66659000.0,1
174738000.0,0.0409999999999999,0.0678,7.56,-1503000.0,0
3184790000.0,0.044,0.2843,10.914,101869000.0,0
103562349.0,0.034,0.0525,3.025,7402640.0,0
250080000.0,-0.0279999999999999,-0.1101,3.793,4380000.0,0
719483000.0,0.0409999999999999,0.0744,8.271,43918000.0,1
1272321000.0,0.0409999999999999,0.1417,14.973,102170000.0,0
3780027788.2088,-0.0466,0.0779499999999999,10.419,424030041.3068,0
1709100000.0,0.043,0.0729,25.26,139800000.0,0
295843235.3891,0.0387,0.1256,9.6466,121991281.8857,0
498518000.0,-0.092,-0.0311,12.637,14782000.0,1
780959000.0,0.078,0.132,15.224,91660000.0,0
2813324000.0,0.091,0.1986,16.511,401702000.0,0
1411566000.0,0.098,0.2975,1.41,194146000.0,1
161552000.0,-0.047,-0.106,2.4730000000000003,10047000.0,0
296168000.0,0.13,0.1644,4.316,61792000.0,1
995559000.0,0.073,0.0961,15.698,129482000.0,1
535829000.0,0.0409999999999999,0.1028,12.76,41628000.0,1
209583000.0,0.1989999999999999,0.1568,10.335,57210000.0,0
2925000000.0,0.066,0.1818,18.055,264000000.0,0
617933000.0,0.083,0.1346,29.82,91798000.0,0
175576000.0,-0.087,-0.008,15.773,44910000.0,0
506639000.0,0.03,0.0536,19.694000000000003,32110000.0,0
172810551.0,-0.002,-0.0262,2.897,5681171.0,1
701533000.0,0.113,0.1316,26.777,146453000.0,0
718980000.0,0.025,0.1052,11.095,73744000.0,0
488601000.0,0.017,0.0473,9.709,30708000.0,0
418886000.0,0.144,0.1118,23.539,47975000.0,1
74382000.0,0.047,0.0794,2.256,4743000.0,1
593241000.0,0.018,0.0363,6.202000000000001,1308000.0,0
501013000.0,0.05,0.0287,14.745,106971000.0,1
841446000.0,0.06,0.102,27.978,70826000.0,0
277323000.0,0.093,0.103,7.927,46114000.0,0
887300000.0,0.077,0.1159,13.16,123400000.0,0
567181000.0,0.035,0.0575,8.817,32018000.0,1
760100000.0,0.103,0.1198,14.62,136600000.0,1
611780000.0,0.025,0.0816,10.419,28010000.0,0
819817000.0,0.049,0.1552,9.687,84499000.0,0
376112301.6411,0.0274,0.1054,27.462,286080292.9608,1
44032076.0,0.03,0.209,0.87,1480510.0,1
108382000.0,0.045,0.1374,6.979,1420000.0,1
661039000.0,0.085,0.2462,7.919,99874000.0,0
751723000.0,0.079,0.1585,14.734000000000002,107275000.0,1
1696000000.0,0.05188679245283,0.0779499999999999,10.419,108000000.0,0
447411000.0,0.085,0.1521,11.67,71369000.0,0
4703571000.0,0.027,0.1063,9.658,257130000.0,0
98363270.0,-0.003,-0.0104,1.208,7843644.0,0
779100000.0,0.0819999999999999,0.1714,5.9270000000000005,72300000.0,1
2767200000.0,0.04,0.2416,27.951,100000000.0,0
3401636000.0,-0.008,-0.0224,20.939,297366000.0,0
1714200000.0,0.0409999999999999,0.1946,8.46,165700000.0,1
1137046000.0,0.076,0.296,16.52,269781000.0,1
1513700000.0,0.033,0.0551,25.847,135200000.0,0
598518000.0,0.01,0.0297,16.555999999999997,-6026000.0,0
1410795000.0,0.016,0.0753,8.157,42552000.0,1
2612693000.0,0.018,0.0823,21.578000000000003,143766000.0,0
227589000.0,0.263,0.1355,21.325,139687000.0,0
623447000.0,0.036,0.093,8.535,36873000.0,1
455410000.0,0.008,0.0108,27.921,26946000.0,0
385818000.0,0.018,0.0291,8.633,11945000.0,0
434925000.0,0.083,0.1282,10.739,29003000.0,0
227455000.0,0.176,0.2567,11.108,98407000.0,0
1794962000.0,0.032,0.1118,19.135,106187000.0,1
489348000.0,-0.026,-0.1119,2.553,5829000.0,0
103846000.0,0.2739999999999999,0.1202,4.869,23552000.0,0
102218000.0,0.099,0.0958,10.517,15230000.0,0
1398352000.0,0.05,0.0888,29.204,114810000.0,0
544474000.0,0.071,0.2083,9.551,55551000.0,1
1241781000.0,0.0579999999999999,0.1588,9.235,94090000.0,1
5562700000.0,0.004,0.0284,22.232,-70000000.0,0
74569000.0,0.018,0.0056,8.984,27976000.0,0
231713000.0,0.107,0.1261,10.419,21629000.0,1
394677000.0,0.109,0.1707,6.904,52836000.0,0
2483814000.0,0.044,0.107,15.720999999999998,127376000.0,0
224006000.0,0.119,0.195,15.254,28606000.0,1
349133058.0,0.012,0.1252,1.213,6933694.0,0
623700000.0,0.004,0.0856,1.094,3800000.0,1
1436270000.0,-0.013,-0.0679,25.25,-39584000.0,0
312062000.0,0.035,0.0767,7.567,28795000.0,0
672230000.0,-0.015,-0.0732,7.401,-10513000.0,0
723400000.0,-0.023,-0.0949,3.327,10139000.0,0
2351906040.2685,0.0144,0.1114,6.8409,-7772818.7919,0
1785981927.7108,0.068,0.1514,10.0353,178331325.3012,0
542442000.0,0.024,0.0363,13.892,32755000.0,1
398276205.0,-0.03,-0.124,5.223,19714677.0,0
171050000.0,0.045,0.0924,2.139,10937000.0,0
602477000.0,0.01,0.0634,9.566,51878000.0,0
945129000.0,0.039,0.0991,11.486,51235000.0,0
512395000.0,0.01,0.0605,4.777,12598000.0,1
27601000.0,-0.016,-0.0817,3.656,1084000.0,0
647814000.0,0.045,0.0788,30.917,9128000.0,0
2226446000.0,0.004,0.0217,19.564,-82243000.0,0
247048000.0,-0.019,-0.1153,2.396,13781000.0,1
263909000.0,0.0139999999999999,0.024,13.465,25749000.0,0
424071000.0,0.046,0.0942,19.191,49715000.0,0
1514700000.0,0.015,0.1008,10.409,51600000.0,0
839055000.0,0.049,0.1219,28.435,30210000.0,1
40017000.0,0.087,0.0304,7.997000000000001,-2364000.0,1
1191521000.0,0.038,0.3308,4.57,79392000.0,0
331222000.0,0.052,0.0372,22.949,78286000.0,0
131972892.0,0.096,0.0214,15.071,55237735.0,0
111166000.0,0.035,0.1147,13.021,8069000.0,1
113523000.0,0.03,0.266,1.489,3253000.0,0
42673139.0,0.042,0.1942,0.589,495727.0,0
195378000.0,0.048,0.1031,1.868,27866000.0,0
287105000.0,0.0139999999999999,0.0467,6.425,51548000.0,0
272858000.0,-0.004,-0.0058,19.716,19975000.0,0
225829000.0,-0.027,-0.0698,6.006,2502000.0,0
117206000.0,0.205,0.1199,13.185,34843000.0,1
18822000.0,-0.0069999999999999,-0.0078,5.072,-470000.0,1
27990463.0,-0.088,-0.0845,4.775,1545247.0,0
607192000.0,0.042,0.0764,32.449,66739000.0,0
0.0,0.051,0.0779499999999999,10.419,-192380.0,1
77543000.0,0.044,0.0609,3.469,-1710000.0,0
1378700000.0,0.033,0.2457,15.339,53600000.0,0
226835000.0,0.093,0.2744,10.904000000000002,6400000.0,0
847263000.0,-0.009,0.245,20.427,78033000.0,0
174058000.0,0.0409999999999999,0.0331,27.392,62762000.0,0
11644392.0,0.136,0.1729,1.944,-1242471.0,0
122021000.0,0.027,0.1742,0.912,2097000.0,0
34238000.0,-0.062,-0.1515,2.42,-1328000.0,0
100772045.0,0.015,0.0536,7.555,-554613.0,0
82926000.0,0.054,0.1488,2.068,11065000.0,0
36169811.0,0.026,0.0486,4.756,1941805.0,0
51472000.0,-0.021,-0.0274,10.37,54000.0,0
62197000.0,-0.047,-0.0371,11.348,5495000.0,1
103846000.0,0.083,0.078,8.95,12170000.0,0
37135207.0,0.053,0.0758,26.643,2357494.0,0
128427000.0,-0.011,-0.0367,8.795,8103000.0,1
107900000.0,0.0559999999999999,0.2077,1.0490000000000002,3767000.0,0
287000000.0,0.024390243902439,0.0779499999999999,10.419,52000000.0,0
2389535195.3503,0.0073,0.0248,30.4793,390895382.6284,1
390011000.0,0.038,0.1345,6.322,11269000.0,0
44095023.0,0.005,0.0054,2.186,-712206.0,0
5563000000.0,0.0043142189466115,0.0779499999999999,10.419,-70000000.0,0
13131387.0,0.187,0.2793,0.211,4945839.0,0
285693000.0,-0.015,-0.0706,7.112,1804000.0,0
489500000.0,0.06,0.1665,6.541,23000000.0,0
129162000.0,0.025,0.0977,10.09,10820000.0,0
57065000.0,-0.021,-0.0274,3.908,-1432000.0,0
75035000.0,0.0279999999999999,0.052,10.791,8716000.0,1
410937000.0,0.033,0.1349,12.514,55253000.0,0
247134000.0,0.027,0.0492,19.681,11175000.0,0
119654000.0,0.042,0.0656,14.184,11397000.0,0
29703000.0,0.209,0.2191,2.087,6271000.0,0
716180000.0,0.06,0.1258,26.672,70299000.0,1
80726000.0,0.018,0.0167,9.715,-1458000.0,1
20011228.0,0.057,0.049,6.905,1984032.0,1
155042000.0,-0.011,-0.0627,1.888,-243000.0,1
258904867.0,-0.021,-0.0946,2.462,-1525488.0,0
76810000.0,0.016,0.0452,4.524,4448000.0,1
596982000.0,0.0,0.0033,12.880999999999998,188999000.0,0
984363000.0,0.305,0.2519,8.693,321424000.0,1
1109197000.0,0.122,0.0574,18.538,298833000.0,0
434901000.0,0.093,0.0779499999999999,20.919,420282000.0,0
1616438000.0,0.0819999999999999,0.0512,29.298,655888000.0,1
636799000.0,0.045,0.0176,18.312,159253000.0,1
298317000.0,0.148,0.0402,15.933,208672000.0,0
566252000.0,0.074,0.0182,14.959,217158000.0,1
217789000.0,0.069,0.0498,10.419,73757000.0,1
398874000.0,-0.168,-0.0139,17.570999999999998,175504000.0,0
315676000.0,0.208,0.2544,2.605,105688000.0,1
1046851000.0,0.196,0.0852,8.519,444487000.0,1
330900000.0,-0.024,-0.0169,15.781,111100000.0,1
259528000.0,-0.055,-0.003,32.539,42557000.0,0
5328000000.0,0.027,0.0656,14.925,429000000.0,0
253415000.0,0.039,0.0195,17.923,63168000.0,0
933505000.0,0.244,0.0482,25.703000000000003,627692000.0,1
1141998000.0,0.063,0.0366,11.504,282369000.0,0
190441000.0,0.253,0.0304,20.173,102581000.0,1
540797000.0,0.171,0.0339,21.892,236906000.0,0
1287060000.0,0.1969999999999999,0.2583,10.308,452529000.0,1
586473000.0,0.038,0.0277,16.548,193885000.0,0
818046000.0,0.184,0.0564,10.874,397303000.0,1
183518000.0,0.2,0.0498,20.32,85337000.0,0
371505000.0,0.122,0.0314,12.069,168499000.0,1
398600000.0,0.035,0.0243,10.102,98100000.0,0
177561000.0,0.256,0.0311,32.778,142400000.0,0
155864000.0,0.13,0.022,9.935,65207000.0,1
403466000.0,0.011,0.0268,9.146,102139000.0,0
484259000.0,0.046,0.0325,21.243,133320000.0,1
418558000.0,0.177,0.149,5.181,188771000.0,0
660978000.0,0.257,0.2155,5.085,277640000.0,0
872862000.0,0.187,0.0893,9.334,179832000.0,0
376963000.0,0.054,0.0182,9.711,166032000.0,1
370855000.0,0.086,0.0261,12.816,125370000.0,1
803896000.0,0.008,0.0023,17.579,252187000.0,1
635326000.0,0.042,0.0579,4.785,138558000.0,1
598776000.0,0.08,0.0409,27.131,161284000.0,0
792631000.0,0.275,0.0721,20.566,336484000.0,0
0.0,0.051,0.0779499999999999,10.419,-59980000.0,0
992332000.0,0.149,0.0512,38.41,485004000.0,1
926666000.0,0.118,0.0724,13.38,181605000.0,0
346709000.0,0.134,0.0468,9.543,137176000.0,1
1236599000.0,0.072,0.0307,11.93,479210000.0,1
647155000.0,0.276,0.1027,15.015,337581000.0,1
456300000.0,0.135,0.051,24.721,40400000.0,0
254985000.0,-0.182,-0.0716,9.767,46611000.0,0
349766412.5891,-0.0339,-0.0769,21.7126,159577083.8456,0
861857000.0,-0.0279999999999999,0.0072,26.522,224380000.0,1
599522000.0,0.074,0.023,13.419,246715000.0,1
672186000.0,0.021,0.0548,2.9930000000000003,109137000.0,1
54311000.0,0.012,0.0015,14.087,19845000.0,1
555871000.0,0.195,0.0791,15.461,266911000.0,1
66581000.0,0.012,0.0017,16.266,24504000.0,1
537898000.0,0.309,0.0983,20.447,277742000.0,1
326000000.0,-0.1349693251533699,0.0779499999999999,10.419,46000000.0,0
600614000.0,0.0559999999999999,0.0198,9.263,254014000.0,0
272420000.0,0.053,0.0706,15.244000000000002,99516000.0,1
432703000.0,-0.069,-0.017,11.954,145075000.0,0
686090000.0,0.239,0.1026,23.832,346130000.0,1
417406000.0,0.127,0.0811,16.662,112894000.0,0
260000000.0,0.084,0.0296,17.49,105611000.0,0
76970000.0,0.0,0.0,0.0,16423000.0,1
218363000.0,-0.044,-0.0027,12.095999999999998,110592000.0,0
17695000.0,0.002,0.0,10.419,961000.0,1
1040991000.0,0.1159999999999999,0.3015,7.867999999999999,252224000.0,1
326080000.0,0.272,0.0907,28.908,146068000.0,1
219829000.0,0.218,0.0839,18.223,116221000.0,0
521725000.0,0.32,0.0676,32.088,245253000.0,0
68875000.0,0.104,0.0144,24.547,29321000.0,1
462028000.0,-0.073,0.0138,14.078,-10342000.0,0
776809000.0,0.153,0.1404,5.47,285745000.0,1
148184000.0,0.098,0.0509,7.563,50885000.0,0
733915000.0,0.086,0.0241,24.845,262243000.0,1
170984000.0,0.079,0.0527,21.945,64445000.0,1
285046000.0,0.036,0.0447,10.419,31681000.0,1
4218000.0,-0.151,-0.0086,15.559,1783000.0,1
218576000.0,0.07,0.0234,20.024,35126000.0,0
496022873.0,0.134,0.1604,3.208,124830989.0,0
30978000.0,0.3229999999999999,0.0486,21.426,23354000.0,1
36056637.0,0.177,0.0497,21.885,11325024.0,0
1132002000.0,0.011,0.0817,10.419,45177000.0,1
99893000.0,0.2339999999999999,0.0575,12.183,29237000.0,0
32003000.0,0.157,0.0361,9.818,-4835000.0,0
0.0,0.051,0.0188,19.864,4580000.0,1
51069000.0,0.111,0.0199,13.79,13218000.0,0
24219000.0,-0.046,-0.0115,18.619,5353000.0,0
1582271000.0,0.027,0.1923,6.29,159068000.0,1
122939919.0,-0.005,-0.025,2.253,14851255.0,0
94111000.0,0.142,0.0982,16.977,-21562000.0,1
25141000.0,-0.107,-0.0181,19.034,14826000.0,0
246102000.0,0.203,0.2911,11.681,1769000.0,0
7184922.0,-0.017,-0.0021,8.751,3543622.0,0
207092000.0,0.155,0.1605,13.997,86568000.0,0
635326000.0,0.11,0.0508,5.4270000000000005,138558000.0,1
635000000.0,0.11023622047244,0.0779499999999999,10.419,139000000.0,1
5000000.0,0.0,0.0779499999999999,10.419,0.0,0
124295928.0,0.261,0.2472,2.9130000000000003,-26723054.0,0
67295000.0,-0.07,0.1142,-17.348,3284000.0,1
17081430.0,0.043,0.0168,21.882,4134834.0,1
42632319.0,0.024,-0.0374,-7.086,11840634.0,1
13938000.0,0.24,0.0581,11.204,5319000.0,1
635000000.0,0.11023622047244,0.0779499999999999,10.419,139000000.0,1
2437401.0,0.051,0.0779499999999999,10.419,2000000.0,1
96242000.0,-0.049,-0.0152,5.442,3202000.0,1
1526996000.0,-0.016,0.0368,-5.126,674340000.0,0
408557000.0,0.153,0.0609,13.986,214872000.0,0
868854000.0,0.023,0.0589,1.641,92542000.0,1
380003000.0,0.002,0.0095,1.823,73046000.0,1
314863000.0,-0.009,-0.0206,2.739,51169000.0,0
128597000.0,0.02,0.009,3.552,14917000.0,1
547438000.0,-0.03,-0.1817,4.013999999999999,5744000.0,0
5009000000.0,-0.027,-0.0346,36.354,395000000.0,1
1161500000.0,0.0559999999999999,-0.1166,-15.552,175200000.0,1
434901000.0,0.051,0.0779499999999999,10.419,289000000.0,1
415821000.0,0.251,0.2228,11.88,242013000.0,0
111989000.0,0.094,0.0412,6.059,23274000.0,1
326946000.0,0.104,0.1312,5.36,114993000.0,1
3893000000.0,-0.011,-0.013,39.309,172000000.0,1
200273000.0,0.104,0.0743,12.893,41559000.0,1
1204600000.0,0.01,0.0779499999999999,10.419,289100000.0,0
1161667513.9807,0.0196,0.3262,2.7372,395780376.2074,0
471000000.0,0.0360934182590229,0.0779499999999999,10.419,729000000.0,1
5009000000.0,-0.027151127969655,0.0779499999999999,10.419,395000000.0,1
963000000.0,0.21391484942887,0.0779499999999999,10.419,461000000.0,1
70000000.0,0.1,0.0779499999999999,10.419,-15000000.0,0
73870000.0,0.068,-0.2095,-7.735,18122000.0,1
1118454499.2374,0.0094,0.1559,1.6965,258515505.8465,0
174730293.1596,0.0005,0.0458,0.6509,15283086.9456,0
104219000.0,0.207,0.1025,3.693,74905000.0,0
16280000.0,0.081,0.0779499999999999,10.419,7615000.0,1
2300889000.0,-0.033,-0.0511,18.82,6960000.0,1
2337413000.0,0.105,0.2274,4.933,322757000.0,0
302429000.0,0.077,0.0331,7.591,190090000.0,1
710187000.0,0.319,0.2051,24.32,501619000.0,0
151862000.0,0.1969999999999999,0.0871,9.671,94387000.0,1
250300000.0,0.052,0.0321,3.089,167000000.0,1
1107156000.0,0.176,0.118,15.743,359485000.0,0
3659624000.0,0.1169999999999999,0.2584,15.55,721762000.0,0
1739717000.0,0.1,0.125,15.064,269966000.0,0
595026742.0,0.275,0.2124,12.701,274257541.0,0
1107412000.0,0.018,0.0997,10.26,88332000.0,0
2022838209.9828,0.012,0.0136,7.1954,585334767.642,0
2122579000.0,0.0139999999999999,0.0254,26.431,181658000.0,0
1273831000.0,0.064,0.1073,18.895,32528000.0,0
3507800000.0,0.035,0.0431,17.544,458900000.0,0
793000000.0,0.145,0.2648,6.176,334000000.0,0
959153000.0,0.064,0.0356,25.818,379370000.0,0
4105000000.0,0.0279999999999999,0.059,18.374,108000000.0,0
38089443.0,0.221,0.0591,5.541,33708749.0,0
432249000.0,0.256,0.1279,12.337,251481000.0,0
1533377000.0,0.145,0.2083,6.316,690662000.0,0
856207000.0,0.182,0.1367,31.784,236689000.0,1
130172000.0,0.1159999999999999,0.0524,5.033,84694000.0,0
1993920000.0,-0.027,-0.0499,15.241,446317000.0,0
1263089000.0,0.0279999999999999,0.1277,10.671,76988000.0,0
5222891566.2651,0.0542,0.0604,16.7263,688468158.3477,0
3367000000.0,0.157,0.0603,21.34,769000000.0,0
1118416000.0,0.091,0.1635,7.447,89173000.0,0
434901000.0,0.051,0.0779499999999999,10.419,0.0,0
319852000.0,0.168,0.1752,5.614,42644000.0,0
648325000.0,0.086,0.0716,33.605,105782000.0,0
1152632000.0,0.138,0.1312,7.88,368860000.0,1
406004302.926,-0.0017,-0.0062,4.6954,35887263.3391,0
258529000.0,0.217,0.0725,19.649,171604000.0,0
17673508.0,0.165,0.0693,1.679,8108909.0,0
3108025000.0,-0.015,-0.161,8.924,-54604000.0,1
2101663000.0,0.055,0.0845,39.793,150965000.0,0
96974000.0,0.146,0.0671,16.936,34564000.0,0
428734000.0,0.019,0.0215,6.49,230746000.0,0
17514000.0,0.225,0.1615,14.086,6441000.0,0
634793000.0,0.139,0.0646,37.896,163106000.0,0
184221578.0,0.266,0.0885,28.216,156931485.0,0
32379000.0,0.031,0.0095,23.151,23737000.0,0
236912000.0,0.156,0.1121,25.423,67650000.0,0
1128767641.9966,0.1764,0.1332,16.4966,681571428.5714,0
12843000.0,0.0,0.0,10.419,-16341000.0,1
20036895.0,-0.031,-0.0207,2.174,4367984.0,0
4041941.0,0.074,0.0225,6.577999999999999,1812501.0,0
4132826000.0,0.002,0.0414,37.343,47133000.0,0
35392108.0,0.158,0.1291,0.862,2027273.0,0
84411224.0,0.296,0.2098,7.234,52622602.0,0
187000000.0,0.14973262032086,0.0779499999999999,10.419,58000000.0,0
31445000.0,0.021,0.035,2.319,5569000.0,0
56563944.0,0.071,0.222,0.494,6225338.0,0
115626560.0,0.315,0.1756,14.167,82227450.0,0
15057542.3783,0.0015,0.0084,3.5933,-1282636.8031,0
77272000.0,0.123,0.089,36.59,16999000.0,1
13788000.0,-0.057,-0.0245,5.287000000000001,6571000.0,0
942634000.0,0.267,0.243,3.063,-405277000.0,0
2270790000.0,0.144,0.0541,38.342,380341000.0,0
585923000.0,0.2319999999999999,0.0713,11.648,446819000.0,1
